  -112700.000000000        1.62590903043747       -197283769218.893     
  -112690.000000000        1.62546401470900       -197283769202.639     
  -112680.000000000        1.62501914426684       -197283769186.399     
  -112670.000000000        1.62457418814301       -197283769170.138     
  -112660.000000000        1.62412978708744       -197283769153.898     
  -112650.000000000        1.62368515506387       -197283769137.657     
  -112640.000000000        1.62324099987745       -197283769121.418     
  -112630.000000000        1.62279656901956       -197283769105.206     
  -112620.000000000        1.62235267087817       -197283769088.975     
  -112610.000000000        1.62190846353769       -197283769072.751     
  -112600.000000000        1.62146453186870       -197283769056.541     
  -112590.000000000        1.62102074548602       -197283769040.315     
  -112580.000000000        1.62057716399431       -197283769024.118     
  -112570.000000000        1.62013358622789       -197283769007.897     
  -112560.000000000        1.61968967318535       -197283768991.711     
  -112550.000000000        1.61924635246396       -197283768975.505     
  -112540.000000000        1.61880337446928       -197283768959.314     
  -112530.000000000        1.61835987493396       -197283768943.136     
  -112520.000000000        1.61791674420238       -197283768926.967     
  -112510.000000000        1.61747397109866       -197283768910.780     
  -112500.000000000        1.61703108996153       -197283768894.609     
  -112490.000000000        1.61658845841885       -197283768878.439     
  -112480.000000000        1.61614573374391       -197283768862.281     
  -112470.000000000        1.61570329591632       -197283768846.112     
  -112460.000000000        1.61526073887944       -197283768829.954     
  -112450.000000000        1.61481879279017       -197283768813.808     
  -112440.000000000        1.61437633633614       -197283768797.664     
  -112430.000000000        1.61393451318145       -197283768781.526     
  -112420.000000000        1.61349233239889       -197283768765.384     
  -112410.000000000        1.61305047944188       -197283768749.242     
  -112400.000000000        1.61260886862874       -197283768733.133     
  -112390.000000000        1.61216705292463       -197283768717.005     
  -112380.000000000        1.61172539740801       -197283768700.889     
  -112370.000000000        1.61128408461809       -197283768684.769     
  -112360.000000000        1.61084284633398       -197283768668.653     
  -112350.000000000        1.61040151491761       -197283768652.546     
  -112340.000000000        1.60996053740382       -197283768636.452     
  -112330.000000000        1.60951936244965       -197283768620.352     
  -112320.000000000        1.60907847061753       -197283768604.263     
  -112310.000000000        1.60863758251071       -197283768588.170     
  -112300.000000000        1.60819682478905       -197283768572.083     
  -112290.000000000        1.60775652900338       -197283768556.008     
  -112280.000000000        1.60731616988778       -197283768539.934     
