 -0.11240000E+06   0.176751234E+01
 -0.11237500E+06   0.176626298E+01
 -0.11235000E+06   0.176476636E+01
 -0.11232500E+06   0.176354446E+01
 -0.11230000E+06   0.176268182E+01
 -0.11227500E+06   0.176140220E+01
 -0.11225000E+06   0.176000596E+01
 -0.11222500E+06   0.175893102E+01
 -0.11220000E+06   0.175790160E+01
 -0.11217500E+06   0.175670130E+01
 -0.11215000E+06   0.175551660E+01
 -0.11212500E+06   0.175434724E+01
 -0.11210000E+06   0.175330172E+01
 -0.11207500E+06   0.175194310E+01
 -0.11205000E+06   0.175072596E+01
 -0.11202500E+06   0.174976724E+01
 -0.11200000E+06   0.174855396E+01
 -0.11197500E+06   0.174755772E+01
 -0.11195000E+06   0.174651592E+01
 -0.11192500E+06   0.174530500E+01
 -0.11190000E+06   0.174405684E+01
 -0.11187500E+06   0.174325582E+01
 -0.11185000E+06   0.174219360E+01
 -0.11182500E+06   0.174048554E+01
